Name;Notion links;Budget;Age rating;Release year;Box office;Movie links;Original title;Synopsis;Duration;Tagline;Country
"Эдвард руки-ножницы";"https://www.notion.so/29aa0ca7844a8007bdd2f22dce5ff859, https://www.notion.so/29aa0ca7844a801c9588f9cffc8ca6a4, https://www.notion.so/29aa0ca7844a805594eee9c17ded475f";"$20 000 000";"12+";"1990";"$56 362 352";"https://www.notion.so/2aaa0ca7844a80039a54d3adc3e5b632";"Edward Scissorhands";"Старый и одинокий учёный создал человеческое существо. Но не успел доделать его до конца и умер. У сотворённого им молодого человека не хватает рук — вместо них у него нечто вроде ножниц, и он вынужден жить в заброшенном доме в полном одиночестве. Однажды его обнаруживает женщина-коммивояжер и берет к себе жить. В новом доме Эдвард пытается социализироваться — подружиться с младшим сыном своей новой «мамы» и с её прекрасной дочерью.";"1 ч 45 мин";"«История необыкновенно нежного человека»";"США"
"Битлджус Битлджус";"https://www.notion.so/29aa0ca7844a805594eee9c17ded475f, https://www.notion.so/29aa0ca7844a80a4aa21e9f09d8cb139, https://www.notion.so/29aa0ca7844a80af85e8d8958dea2d45, https://www.notion.so/29aa0ca7844a80c7bd17c90b35c8be58";"$100 000 000";"13+";"2024";"$452 00 435";"https://www.notion.so/2aaa0ca7844a80039a54d3adc3e5b632";"Beetlejuice Beetlejuice";"После смерти отца Лидия со своей дочерью Астрид и мачехой Делией возвращаются в старый дом в городке Уинтер-Ривер. Когда Астрид обнаруживает на чердаке тот самый макет города, Лидии приходится рассказать ей о Битлджусе — озорном и крайне неприятном призраке, чье имя ни в коем случае нельзя называть три раза. Но любопытство девочки берет верх — она открывает портал в загробную жизнь. Битлджус начинает снова терроризировать всех живых.";"1 ч 45 мин";"«Легендарный призрак возвращается»";"США; Франция"
"Битлджюс";"https://www.notion.so/29aa0ca7844a805594eee9c17ded475f, https://www.notion.so/29aa0ca7844a80a4aa21e9f09d8cb139, https://www.notion.so/29aa0ca7844a80af85e8d8958dea2d45, https://www.notion.so/29aa0ca7844a80c7bd17c90b35c8be58";"$15 000 000";"12+";"1988";"$73 709 560";"https://www.notion.so/2aba0ca7844a80ba88b2e2c3cdb3f2d4";"Beetlejuice";"Что сделает пара непрофессиональных привидений, когда их добрую Новую Англию наводнят снобы из Нью-Йорка? Они наймут частного «био-экзорциста», чтобы изгнать пришельцев. И результат превзойдет все ожидания!","1 ч 32 мин";"«Проделки Факира из загробного мира»";"США"
"Уэнздей";"https://www.notion.so/29aa0ca7844a80abbb8ed496023a55b8";"$175 000 000";"14+";"2022";"-";"https://www.notion.so/2aba0ca7844a80cfb99fde8ce0fa4185";"Wednesday";"Уэнздей, дочь Гомеса и Мортиши Аддамс, учится в академии Nevermore. Ей предстоит освоить экстрасенсорные способности, чтобы остановить местного серийного убийцу и раскрыть тайну родителей.","Серии 45 мин";"“Уэнздей Аддамс. Она не такая, как все.”";"США"
"Дамбо";"https://www.notion.so/29aa0ca7844a8007bdd2f22dce5ff859, https://www.notion.so/29aa0ca7844a802eaa30ff9602d550a2, https://www.notion.so/29aa0ca7844a80c7bd17c90b35c8be58, https://www.notion.so/29aa0ca7844a80ea945ad8ca87f36dd0";"$170 000 000";"6+";"2019";"$114 766 307";"";"Dumbo";"Цирковой импресарио Макс Медичи назначает бывшую звезду цирка Холта Фэрриера и его детей Милли и Джо опекунами новорожденного слонёнка, чьи невероятно большие уши сразу становятся предметом для постоянных шуток и насмешек коллег Холта по цеху. Внезапно узнав, что Дамбо умеет летать, владелец цирка решает нажиться на необычных способностях слонёнка. К делу подключается энергичный предприниматель В.А.Вэндевер, который решает сделать из малыша Дамбо главную звезду своего нового грандиозного развлекательного предприятия «Сказочная страна».";"1 ч 52 мин";"«В 2019 году любимая сказка поднимет вас на новые вершины»";"Великобритания; Канада; Австралия; США"
"Дом странных детей Мисс Перегрин";"https://www.notion.so/29aa0ca7844a80ea945ad8ca87f36dd0, https://www.notion.so/2a1a0ca7844a80688804d258b23d6758, https://www.notion.so/2a1a0ca7844a809ba374cc2ddc8707b5, https://www.notion.so/2a1a0ca7844a80dfa18de24ac7ae4595";"$110 000 000";"18+";"2016";"$296 482 446";"https://www.notion.so/2aaa0ca7844a80039a54d3adc3e5b632";"Miss Peregrine's Home for Peculiar Children";"Детство Джейкоба прошло под рассказы дедушки о приюте для необычных детей. Среди его обитателей девочка, которая умела держать в руках огонь, девочка, чьи ноги не касались земли, невидимый мальчик и близнецы, умевшие общаться без слов. Когда дедушка умирает, 16-летний Джейкоб получает загадочное письмо и отправляется на остров, где вырос его дед. Там он находит детей, которых раньше видел только на фотографиях.";"2 ч 7 мин";"«Оставайся особенным»";"США; Великобритания; Бельгия; Канада"
"Большие глаза";"https://www.notion.so/2a1a0ca7844a80168bead2ea252cf116, https://www.notion.so/2a1a0ca7844a80188fe2cb2da14eb6be, https://www.notion.so/2a1a0ca7844a8046b283fa32708e7765, https://www.notion.so/2a1a0ca7844a80ba9439c9c798cab7c3";"$10 000 000";"18+";"2014";"$29 253 166";"https://www.notion.so/2aaa0ca7844a80039a54d3adc3e5b632";"Big Eyes";"1950-е годы, Сан-Франциско. Появившийся из ниоткуда художник Уолтер Кин придумывает поп-арт. Его необычные картины, изображающие трогательных детей с огромными глазами, производят настоящий фурор. Их печатают на календарях, открытках, домохозяйки щеголяют в фартуках с их изображением. Уолтер становится королем современного искусства, одним из самых известных арт-деятелей. Но на пике славы художника его скромная супруга Маргарет вдруг утверждает, что Уолтер — мошенник, и именно она — автор знаменитых картин.";"1 ч 46 мин";"«Она создала. Он это продал. И все это купили»";"США; Канада"
"Мрачные тени";"https://www.notion.so/29aa0ca7844a801c9588f9cffc8ca6a4, https://www.notion.so/29aa0ca7844a802c9a01f05fd1c3a5aa, https://www.notion.so/29aa0ca7844a8083a9a2e72236f1d8c6, https://www.notion.so/29aa0ca7844a80ea945ad8ca87f36dd0, https://www.notion.so/29aa0ca7844a80f2ba9cf3ae68b42093";"$150 000 000";"12+";"2012";"$245 527 149";"https://www.notion.so/2aaa0ca7844a80039a54d3adc3e5b632";"Dark Shadows";"Барнабас Коллинз, владелец поместья Коллинвуд, богат, властен и слывет неисправимым Казановой, пока не совершает роковую ошибку, разбив сердце Анжелики Бошар. Будучи ведьмой в буквальном смысле этого слова, женщина обрекает его на судьбу худшую, чем сама смерть — обращает его в вампира и хоронит заживо. Два века спустя Барнабаса случайно освобождают из склепа, и тот оказывается в очень изменившемся мире 1972 года. Он возвращается в Коллинвуд и находит это некогда величественное здание в руинах. Жалкие потомки его семьи сохранились лишь немногим лучше родового гнезда, и у каждого из них есть свои скелеты в шкафу.";"1 ч 53 мин";"«В семье не без вампира»";"США; Австралия; Великобритания"
"Убийцы: Здесь со мной";"https://www.notion.so/29aa0ca7844a806d955dcc0d7607ff1b, https://www.notion.so/29aa0ca7844a80dfb084da59849ff2e9";"$75 000";"18+";"2012";"-";"";"The Killers: Here with Me";"Тим Бёртон не снимал фильм на песню ""Here with Me"" группы The Killers, но он снял клип на эту песню, который вышел в 2012 году. Это стало его возвращением к съемкам музыкальных клипов после работы над клипом группы на песню ""Bones"" в 2006 году.";"5 мин";"-";"США"
"Суини Тодд, демон-парикмахер с Флит-стрит";"https://www.notion.so/29aa0ca7844a801c9588f9cffc8ca6a4, https://www.notion.so/29aa0ca7844a802c9a01f05fd1c3a5aa, https://www.notion.so/29aa0ca7844a8083a9a2e72236f1d8c6, https://www.notion.so/29aa0ca7844a80ea945ad8ca87f36dd0, https://www.notion.so/29aa0ca7844a80f2ba9cf3ae68b42093";"$50 000 000";"18+";"2007";"$152 523 164";"";"Sweeney Todd: The Demon Barber of Fleet Street";"Когда-то в Лондоне жил молодой и наивный брадобрей Бенджамин Баркер. Он был женат на прелестной женщине по имени Люси, которая родила ему такую же прелестную дочку. На его беду, прелесть его жены также оценил сластолюбивый судья Терпин — и отправил Бенджамина Баркера на пожизненную каторгу, чтобы без помех овладеть его женой.\n\nПятнадцать лет спустя Баркер бежал с каторги, под именем Суини Тодда добрался до Лондона — и не нашел у себя дома ни жены, ни дочери. Миссис Ловетт, хозяйка маленькой пекарни этажом ниже, вначале не узнавшая его, рассказала ему его собственную историю. Тодд был уничтожен и поклялся страшно отомстить своим обидчикам — судье Терпину и приставу Бэмфорду, который помогал судье в его недостойных делах. По совету миссис Ловетт, не скрывающей своей привязанности к беглецу, он вернулся к своему прежнему ремеслу — снова стал брадобреем в надежде когда-нибудь заполучить к себе в заведение судью и прикончить его.","1 ч 56 мин";"«Не прощать! Не забывать... Никогда»";"США; Великобритания"
"Планета обезьян";"https://www.notion.so/2a1a0ca7844a80188fe2cb2da14eb6be, https://www.notion.so/2a1a0ca7844a80949a6bf517d338bb69, https://www.notion.so/2a1a0ca7844a80ba9439c9c798cab7c3";"$100 000 000";"12+";"2001";"$362 211 740";"";"Planet of the Apes";"Будущее. 2029 год. На гигантской космической станции астронавт Лео Дэвидсон обучает обезьян управлять летательными аппаратами. Неожиданно один из его учеников теряет контроль над космолетом и его уносит в еще не изученную область пространственно-временных туннелей.\n\nНе раздумывая ни секунды, Лео бросается на выручку шимпанзе, но его постигает та же участь. Пройдя сквозь туннель, он совершает скачок во времени и попадает на неизвестную планету, где цивилизация воинствующих обезьян превратила людей в своих рабов. Оказавшись в плену у обезьян, Лео пытается отстоять права человечества на свободу.\n\nНо как могут вооруженные палками люди сопротивляться закованным в доспехи злобным гориллам убийцам? Единственный шанс выжить и победить в этой битве, это добраться до скрывающей страшную тайну происхождения обезьян «Запретной зоны».","1 ч 59 мин";"«Управляй планетой!»";"США"
"Труп невесты";"https://www.notion.so/29aa0ca7844a801c9588f9cffc8ca6a4, https://www.notion.so/29aa0ca7844a805eb457ff7bac7c136d, https://www.notion.so/29aa0ca7844a80b19d21ede875157bb6, https://www.notion.so/29aa0ca7844a80f2ba9cf3ae68b42093";"$40 000 000";"12+";"2005";"$117 195 061";"";"Corpse Bride";"Действие развивается в европейской деревушке XIX века. Главного героя – молодого человека Виктора – силы тьмы утаскивают в преисподнюю и женят там на таинственном Трупе Невесты, в то время как его настоящая невеста Виктория ожидает своего жениха в мире живых.Несмотря на то, что проживание в Царстве мертвых оказывается много интересней, чем его привычный викторианский образ жизни, Виктор понимает, что свою единственную любовь он не променяет ни на что ни в одном из альтернативных миров…","1 ч 17 мин";"«Ошибка оказалась смертельной»";"США"
"Крупная рыба";"https://www.notion.so/29aa0ca7844a808a9d19d12567691b0b";"$70 000 000";"12+";"2003";"$122 919 055";"https://www.notion.so/2aaa0ca7844a80039a54d3adc3e5b632";"Big Fish";"После смерти отца сын пытается воссоздать его жизнь в серии легенд и мифов, которые он придумывает на основе разрозненных фактов.","2 ч 5 мин";"«Приключения длиною в жизнь»";"США"
"Мир Стэйнбоя";"https://www.notion.so/29aa0ca7844a80638470e4d17065be2a, https://www.notion.so/29aa0ca7844a806aac02c59e9c356a3e";"-";"6+";"2000";"-";"";"The World of Stainboy";"Это анимационный фильм, который рассказывает историю о мальчике по имени Стэнбой, который обладает уникальной способностью управлять красками и создавать с их помощью волшебные миры. Он использует свои таланты, чтобы бороться со злом и помогать другим.","Серии 5 мин";"-";"США"
"Сонная Лощина";"https://www.notion.so/29aa0ca7844a801c9588f9cffc8ca6a4, https://www.notion.so/29aa0ca7844a802c9a01f05fd1c3a5aa, https://www.notion.so/29aa0ca7844a805eb457ff7bac7c136d, https://www.notion.so/29aa0ca7844a80638470e4d17065be2a";"$100 000 000";"18+";"1999";"$206 071 502";"https://www.notion.so/2aaa0ca7844a80039a54d3adc3e5b632";"Sleepy Hollow";"Нью-Йорк, 1799 год. Молодого констебля Икабода Крэйна отправляют расследовать загадочные убийства в местечко Сонная Лощина. Все жертвы погибли от меча всадника без головы — они обезглавлены, а головы исчезли. Крэйну приходится убедиться, что это не легенда, а страшная правда.","1 ч 45 мин";"«Вы можете запереть двери. Вы можете закрыть окна. Но сможете ли вы пережить эту ночь?»";"США; Германия"
"Марс атакует!";"https://www.notion.so/29aa0ca7844a802eaa30ff9602d550a2, https://www.notion.so/29aa0ca7844a8039ba66da6f291337aa, https://www.notion.so/29aa0ca7844a8052a6fff84be3204683";"$70 000 000";"12+";"1996";"$101 371 017";"https://www.notion.so/2aaa0ca7844a80039a54d3adc3e5b632";"Mars Attacks!";"Наша планета подверглась чудовищному нападению. Марсиане - бесстрастные и бездушные существа - эти маленькие зеленые создания высаживаются в пустыне со своих космических кораблей, а затем наступают на всех направлениях. Вашингтон, Лас-Вегас и другие города сотрясаются от мощнейших взрывов, разрушениям нет числа.\n\nПрезидент США призывает командование вооруженных сил принять меры, однако мнения двух генералов разделились. «Разбить и вернуть их на Марс!», – считает генерал Деккер. «Заключить мир», - возражает генерал Кейси.","1 ч 46 мин";"«Хорошая планета. Мы ее берем!»";"США; Япония; Великобритания"
"Эд Вуд";"https://www.notion.so/29aa0ca7844a801c9588f9cffc8ca6a4, https://www.notion.so/29aa0ca7844a8033bae1e228b20b022d, https://www.notion.so/29aa0ca7844a809ba374cc2ddc8707b5";"$18 000 000";"18+";"1994";"$5 887 457";"";"Ed Wood";"Фильм рассказывает истинную историю странной и пестрой жизни самой одиозной фигуры американского кино - Эда Вуда, признанного худшим режиссером за всю историю Голливуда!","2 ч 7 мин";"«Когда дело доходило до создания плохих фильмов, Эд Вуд был лучшим»";"США"
"Бэтмен возвращается";"https://www.notion.so/29aa0ca7844a802eaa30ff9602d550a2, https://www.notion.so/29aa0ca7844a80638470e4d17065be2a, https://www.notion.so/29aa0ca7844a8083a9a2e72236f1d8c6, https://www.notion.so/29aa0ca7844a80c7bd17c90b35c8be58, https://www.notion.so/29aa0ca7844a80ecbda6cdaf2d13b6a2";"$80 000 000";"12+";"1992";"$266 822 354";"";"Batman Returns";"Над Готэмом нависла новая угроза. Два эксцентричных персонажа: мерзкий Пингвин, брошенный родителями и вышедший из городской канализации, и таинственная Женщина-Кошка начали борьбу за власть. Один из них намерен занять кресло мэра города, а другая испытывает романтические чувства к готэмскому герою. Сможет ли Бэтмен победить таких грозных противников одновременно?","2 ч 6 мин";"«Возвращение 19 июня!»";"США; Великобритания"
"Бэтмен";"https://www.notion.so/29aa0ca7844a80c7bd17c90b35c8be58, https://www.notion.so/29aa0ca7844a80ecbda6cdaf2d13b6a2";"$35 000 000";"12+";"1989";"$411 348 924";"https://www.notion.so/2aaa0ca7844a80039a54d3adc3e5b632";"Batman";"В раннем детстве юный наследник Брюс Уэйн стал свидетелем убийства своих родителей и после этого стал ненавидеть преступность. В Готэме все чаще случались насилие, ограбления и убийства. В трудное для города время появляется герой, способный укротить любого преступника и заставить его бежать в страхе. Таинственный мститель, герой по прозвищу «Бэтмен», встал на защиту слабых и начал свою борьбу с преступниками. Раскрыть таинственность героя, узнать, кто скрывается за маской героя хотят журналистка Вики Вейл и репортер Нокс. Тем временем один из преступников, уходя от полицейской погони, упал в чан с химикатами и превратился в Джокера, который стал угрозой для города. Только Бэтмен может ему помешать…","2 ч 6 мин";"«Только один будет претендовать на ночь»";"США; Великобритания"
"Дом игрушек Пи-Ви";"https://www.notion.so/29aa0ca7844a80ecbda6cdaf2d13b6a2";"$6 000 000";"0+";"1985";"$40 940 662";"";"Pee-wee's Big Adventure";"Пи-Ви, симпатичнейший бездельник, отправляется в дорогу, где ему предстоит встретить самых неожиданных людей: жуликов, хулиганов, ковбоев, экстравагантных официанток и многих других.","";"«История о бунтаре и его велосипеде»";"США"
"Гибельный доктор";"https://www.notion.so/29aa0ca7844a80b19d21ede875157bb6, https://www.notion.so/29aa0ca7844a80efada1d82620fa1af1, https://www.notion.so/2a1a0ca7844a8046b283fa32708e7765";"-";"18+";"1979";"-";"";"Doctor of Doom";"Спрятавшийся в мексиканской глуши, безумный ученый дон Карло проводит бесчеловечные опыты над живой материей. При помощи изобретенных им приборов Карлос превращает своих пациентов в отвратительных монстров, наделенных сверхъестественными способностями.","11 мин";"Самая ужасающая комната кошмаров!";"США"
